phase	start	end	ops	ccx	ccz	hmr	reset
tlm_inverse_gcd_forward_shift	2875424	2875626	202	49	0	0	2
tlm_inverse_gcd_forward_compare	2875626	2876379	753	115	0	34	35
tlm_inverse_gcd_forward_body	2876379	2877326	947	113	1	63	65
tlm_apply_inverse_fold	2877326	2879779	2453	350	0	94	129
tlm_apply_inverse_swap	2879779	2880547	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	2880547	2887184	6637	710	9	453	461
tlm_apply_inverse_mod_sub_fold	2887184	2888007	823	72	4	70	70
tlm_apply_inverse_mod_sub_clean	2888007	2888323	316	19	0	20	22
tlm_inverse_gcd_forward_codec	2888323	2888489	166	18	0	4	7
tlm_inverse_gcd_forward_shift	2888489	2888687	198	48	0	0	2
tlm_inverse_gcd_forward_compare	2888687	2889435	748	111	0	35	36
tlm_inverse_gcd_forward_body	2889435	2890339	904	109	1	60	62
tlm_apply_inverse_fold	2890339	2892792	2453	350	0	94	129
tlm_apply_inverse_swap	2892792	2893560	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	2893560	2899899	6339	689	8	432	440
tlm_apply_inverse_mod_sub_fold	2899899	2900716	817	70	4	70	70
tlm_apply_inverse_mod_sub_clean	2900716	2901032	316	19	0	20	22
tlm_inverse_gcd_forward_codec	2901032	2901035	3	0	0	0	0
tlm_inverse_gcd_forward_shift	2901035	2901229	194	47	0	0	2
tlm_inverse_gcd_forward_compare	2901229	2901960	731	109	0	34	35
tlm_inverse_gcd_forward_body	2901960	2902849	889	107	1	59	61
tlm_apply_inverse_fold	2902849	2905302	2453	350	0	94	129
tlm_apply_inverse_swap	2905302	2906070	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	2906070	2912707	6637	710	9	453	461
tlm_apply_inverse_mod_sub_fold	2912707	2913530	823	72	4	70	70
tlm_apply_inverse_mod_sub_clean	2913530	2913846	316	19	0	20	22
tlm_inverse_gcd_forward_codec	2913846	2913849	3	0	0	0	0
tlm_inverse_gcd_forward_shift	2913849	2914039	190	46	0	0	2
tlm_inverse_gcd_forward_compare	2914039	2914753	714	107	0	33	34
tlm_inverse_gcd_forward_body	2914753	2915627	874	105	1	58	60
tlm_apply_inverse_fold	2915627	2918080	2453	350	0	94	129
tlm_apply_inverse_swap	2918080	2918848	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	2918848	2925499	6651	711	9	454	462
tlm_apply_inverse_mod_sub_fold	2925499	2926316	817	70	4	70	70
tlm_apply_inverse_mod_sub_clean	2926316	2926632	316	19	0	20	22
tlm_inverse_gcd_forward_codec	2926632	2926798	166	18	0	4	7
tlm_inverse_gcd_forward_shift	2926798	2926984	186	45	0	0	2
tlm_inverse_gcd_forward_compare	2926984	2927693	709	103	0	34	35
tlm_inverse_gcd_forward_body	2927693	2928524	831	101	1	55	57
tlm_apply_inverse_fold	2928524	2930977	2453	350	0	94	129
tlm_apply_inverse_swap	2930977	2931745	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	2931745	2938382	6637	710	9	453	461
tlm_apply_inverse_mod_sub_fold	2938382	2939205	823	72	4	70	70
tlm_apply_inverse_mod_sub_clean	2939205	2939521	316	19	0	20	22
tlm_inverse_gcd_forward_codec	2939521	2939524	3	0	0	0	0
tlm_inverse_gcd_forward_shift	2939524	2939706	182	44	0	0	2
tlm_inverse_gcd_forward_compare	2939706	2940398	692	101	0	33	34
tlm_inverse_gcd_forward_body	2940398	2941214	816	99	1	54	56
tlm_apply_inverse_fold	2941214	2943667	2453	350	0	94	129
tlm_apply_inverse_swap	2943667	2944435	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	2944435	2951086	6651	711	9	454	462
tlm_apply_inverse_mod_sub_fold	2951086	2951903	817	70	4	70	70
