phase	start	end	ops	ccx	ccz	hmr	reset
tlm_inverse_gcd_forward_shift	68206542	68207460	918	228	0	0	2
tlm_inverse_gcd_forward_compare	68207460	68208644	1184	265	0	35	36
tlm_inverse_gcd_forward_body	68208644	68213203	4559	537	4	308	311
tlm_apply_inverse_fold	68213203	68214923	1720	310	0	54	62
tlm_apply_inverse_swap	68214923	68215691	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68215691	68220465	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68220465	68221124	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68221124	68221440	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68221440	68221606	166	18	0	4	7
tlm_inverse_gcd_forward_shift	68221606	68222520	914	227	0	0	2
tlm_inverse_gcd_forward_compare	68222520	68223687	1167	263	0	34	35
tlm_inverse_gcd_forward_body	68223687	68228175	4488	531	4	303	306
tlm_apply_inverse_fold	68228175	68229895	1720	310	0	54	62
tlm_apply_inverse_swap	68229895	68230663	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68230663	68235437	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68235437	68236096	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68236096	68236412	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68236412	68236415	3	0	0	0	0
tlm_inverse_gcd_forward_shift	68236415	68237325	910	226	0	0	2
tlm_inverse_gcd_forward_compare	68237325	68238503	1178	263	0	35	36
tlm_inverse_gcd_forward_body	68238503	68243004	4501	531	4	304	307
tlm_apply_inverse_fold	68243004	68244724	1720	310	0	54	62
tlm_apply_inverse_swap	68244724	68245492	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68245492	68250266	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68250266	68250925	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68250925	68251241	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68251241	68251244	3	0	0	0	0
tlm_inverse_gcd_forward_shift	68251244	68252150	906	225	0	0	2
tlm_inverse_gcd_forward_compare	68252150	68253325	1175	262	0	35	36
tlm_inverse_gcd_forward_body	68253325	68257839	4514	531	4	305	308
tlm_apply_inverse_fold	68257839	68259559	1720	310	0	54	62
tlm_apply_inverse_swap	68259559	68260327	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68260327	68265101	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68265101	68265760	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68265760	68266076	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68266076	68266242	166	18	0	4	7
tlm_inverse_gcd_forward_shift	68266242	68267144	902	224	0	0	2
tlm_inverse_gcd_forward_compare	68267144	68268316	1172	261	0	35	36
tlm_inverse_gcd_forward_body	68268316	68272759	4443	525	4	300	303
tlm_apply_inverse_fold	68272759	68274479	1720	310	0	54	62
tlm_apply_inverse_swap	68274479	68275247	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68275247	68280021	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68280021	68280680	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68280680	68280996	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68280996	68280999	3	0	0	0	0
tlm_inverse_gcd_forward_shift	68280999	68281897	898	223	0	0	2
tlm_inverse_gcd_forward_compare	68281897	68283052	1155	259	0	34	35
tlm_inverse_gcd_forward_body	68283052	68287508	4456	525	4	301	304
tlm_apply_inverse_fold	68287508	68289228	1720	310	0	54	62
tlm_apply_inverse_swap	68289228	68289996	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68289996	68294770	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68294770	68295429	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68295429	68295745	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68295745	68295748	3	0	0	0	0
