k,u_before,v_before,tape_bit,sum,u_after,v_after
27,118380478776738447723027791238741109816804533867909512790786406117657083839,-118377890621858401261607503205292755932259864702044948895828220171073159199,1,236758369398596848984635294444033865749064398569954461686614626288730243038,118379184699298424492317647222016932874532199284977230843307313144365121519,-118377890621858401261607503205292755932259864702044948895828220171073159199
28,118379184699298424492317647222016932874532199284977230843307313144365121519,-118377890621858401261607503205292755932259864702044948895828220171073159199,1,-236757075321156825753925150427309688806792063987022179739135533315438280718,118379184699298424492317647222016932874532199284977230843307313144365121519,-118378537660578412876962575213654844403396031993511089869567766657719140359
29,118379184699298424492317647222016932874532199284977230843307313144365121519,-118378537660578412876962575213654844403396031993511089869567766657719140359,1,236757722359876837369280222435671777277928231278488320712875079802084261878,118378861179938418684640111217835888638964115639244160356437539901042130939,-118378537660578412876962575213654844403396031993511089869567766657719140359
30,118378861179938418684640111217835888638964115639244160356437539901042130939,-118378537660578412876962575213654844403396031993511089869567766657719140359,1,-236757398840516831561602686431490733042360147632755250226005306558761271298,118378861179938418684640111217835888638964115639244160356437539901042130939,-118378699420258415780801343215745366521180073816377625113002653279380635649
31,118378861179938418684640111217835888638964115639244160356437539901042130939,-118378699420258415780801343215745366521180073816377625113002653279380635649,0,161759680002903838768002090522117784041822866535243434886621661495290,80879840001451919384001045261058892020911433267621717443310830747645,-118378699420258415780801343215745366521180073816377625113002653279380635649
32,80879840001451919384001045261058892020911433267621717443310830747645,-118378699420258415780801343215745366521180073816377625113002653279380635649,1,-118378780300098417232720727216790627580072094727810892734720096590211383294,80879840001451919384001045261058892020911433267621717443310830747645,-59189390150049208616360363608395313790036047363905446367360048295105691647
33,80879840001451919384001045261058892020911433267621717443310830747645,-59189390150049208616360363608395313790036047363905446367360048295105691647,0,-59189309270209207164440979607350052731144026452472178745642604984274944002,-29594654635104603582220489803675026365572013226236089372821302492137472001,-59189390150049208616360363608395313790036047363905446367360048295105691647
34,-29594654635104603582220489803675026365572013226236089372821302492137472001,-59189390150049208616360363608395313790036047363905446367360048295105691647,1,-29594735514944605034139873804720287424464034137669356994538745802968219646,-29594654635104603582220489803675026365572013226236089372821302492137472001,-14797367757472302517069936902360143712232017068834678497269372901484109823
35,-29594654635104603582220489803675026365572013226236089372821302492137472001,-14797367757472302517069936902360143712232017068834678497269372901484109823,1,-14797286877632301065150552901314882653339996157401410875551929590653362178,-7398643438816150532575276450657441326669998078700705437775964795326681089,-14797367757472302517069936902360143712232017068834678497269372901484109823
36,-7398643438816150532575276450657441326669998078700705437775964795326681089,-14797367757472302517069936902360143712232017068834678497269372901484109823,1,-7398724318656151984494660451702702385562018990133973059493408106157428734,-7398643438816150532575276450657441326669998078700705437775964795326681089,-3699362159328075992247330225851351192781009495066986529746704053078714367
37,-7398643438816150532575276450657441326669998078700705437775964795326681089,-3699362159328075992247330225851351192781009495066986529746704053078714367,1,-3699281279488074540327946224806090133888988583633718908029260742247966722,-1849640639744037270163973112403045066944494291816859454014630371123983361,-3699362159328075992247330225851351192781009495066986529746704053078714367
38,-1849640639744037270163973112403045066944494291816859454014630371123983361,-3699362159328075992247330225851351192781009495066986529746704053078714367,1,-1849721519584038722083357113448306125836515203250127075732073681954731006,-1849640639744037270163973112403045066944494291816859454014630371123983361,-924860759792019361041678556724153062918257601625063537866036840977365503
39,-1849640639744037270163973112403045066944494291816859454014630371123983361,-924860759792019361041678556724153062918257601625063537866036840977365503,1,-924779879952017909122294555678892004026236690191795916148593530146617858,-462389939976008954561147277839446002013118345095897958074296765073308929,-924860759792019361041678556724153062918257601625063537866036840977365503
40,-462389939976008954561147277839446002013118345095897958074296765073308929,-924860759792019361041678556724153062918257601625063537866036840977365503,1,-462470819816010406480531278884707060905139256529165579791740075904056574,-462389939976008954561147277839446002013118345095897958074296765073308929,-231235409908005203240265639442353530452569628264582789895870037952028287
41,-462389939976008954561147277839446002013118345095897958074296765073308929,-231235409908005203240265639442353530452569628264582789895870037952028287,1,-231154530068003751320881638397092471560548716831315168178426727121280642,-115577265034001875660440819198546235780274358415657584089213363560640321,-231235409908005203240265639442353530452569628264582789895870037952028287
42,-115577265034001875660440819198546235780274358415657584089213363560640321,-231235409908005203240265639442353530452569628264582789895870037952028287,1,-115658144874003327579824820243807294672295269848925205806656674391387966,-115577265034001875660440819198546235780274358415657584089213363560640321,-57829072437001663789912410121903647336147634924462602903328337195693983
43,-115577265034001875660440819198546235780274358415657584089213363560640321,-57829072437001663789912410121903647336147634924462602903328337195693983,1,-57748192597000211870528409076642588444126723491194981185885026364946338,-28874096298500105935264204538321294222063361745597490592942513182473169,-57829072437001663789912410121903647336147634924462602903328337195693983
44,-28874096298500105935264204538321294222063361745597490592942513182473169,-57829072437001663789912410121903647336147634924462602903328337195693983,1,-28954976138501557854648205583582353114084273178865112310385824013220814,-28874096298500105935264204538321294222063361745597490592942513182473169,-14477488069250778927324102791791176557042136589432556155192912006610407
45,-28874096298500105935264204538321294222063361745597490592942513182473169,-14477488069250778927324102791791176557042136589432556155192912006610407,1,-14396608229249327007940101746530117665021225156164934437749601175862762,-7198304114624663503970050873265058832510612578082467218874800587931381,-14477488069250778927324102791791176557042136589432556155192912006610407
46,-7198304114624663503970050873265058832510612578082467218874800587931381,-14477488069250778927324102791791176557042136589432556155192912006610407,1,-7279183954626115423354051918526117724531524011350088936318111418679026,-7198304114624663503970050873265058832510612578082467218874800587931381,-3639591977313057711677025959263058862265762005675044468159055709339513
47,-7198304114624663503970050873265058832510612578082467218874800587931381,-3639591977313057711677025959263058862265762005675044468159055709339513,0,-10837896091937721215647076832528117694776374583757511687033856297270894,-5418948045968860607823538416264058847388187291878755843516928148635447,-3639591977313057711677025959263058862265762005675044468159055709339513
48,-5418948045968860607823538416264058847388187291878755843516928148635447,-3639591977313057711677025959263058862265762005675044468159055709339513,1,1779356068655802896146512457000999985122425286203711375357872439295934,-5418948045968860607823538416264058847388187291878755843516928148635447,889678034327901448073256228500499992561212643101855687678936219647967
49,-5418948045968860607823538416264058847388187291878755843516928148635447,889678034327901448073256228500499992561212643101855687678936219647967,1,-6308626080296762055896794644764558839949399934980611531195864368283414,-3154313040148381027948397322382279419974699967490305765597932184141707,889678034327901448073256228500499992561212643101855687678936219647967
50,-3154313040148381027948397322382279419974699967490305765597932184141707,889678034327901448073256228500499992561212643101855687678936219647967,1,4043991074476282476021653550882779412535912610592161453276868403789674,-3154313040148381027948397322382279419974699967490305765597932184141707,2021995537238141238010826775441389706267956305296080726638434201894837
51,-3154313040148381027948397322382279419974699967490305765597932184141707,2021995537238141238010826775441389706267956305296080726638434201894837,0,-1132317502910239789937570546940889713706743662194225038959497982246870,-566158751455119894968785273470444856853371831097112519479748991123435,2021995537238141238010826775441389706267956305296080726638434201894837
52,-566158751455119894968785273470444856853371831097112519479748991123435,2021995537238141238010826775441389706267956305296080726638434201894837,0,1455836785783021343042041501970944849414584474198968207158685210771402,-566158751455119894968785273470444856853371831097112519479748991123435,727918392891510671521020750985472424707292237099484103579342605385701
53,-566158751455119894968785273470444856853371831097112519479748991123435,727918392891510671521020750985472424707292237099484103579342605385701,0,161759641436390776552235477515027567853920406002371584099593614262266,80879820718195388276117738757513783926960203001185792049796807131133,727918392891510671521020750985472424707292237099484103579342605385701
54,80879820718195388276117738757513783926960203001185792049796807131133,727918392891510671521020750985472424707292237099484103579342605385701,0,808798213609706059797138489742986208634252440100669895629139412516834,80879820718195388276117738757513783926960203001185792049796807131133,404399106804853029898569244871493104317126220050334947814569706258417
55,80879820718195388276117738757513783926960203001185792049796807131133,404399106804853029898569244871493104317126220050334947814569706258417,0,485278927523048418174686983629006888244086423051520739864366513389550,242639463761524209087343491814503444122043211525760369932183256694775,404399106804853029898569244871493104317126220050334947814569706258417
56,242639463761524209087343491814503444122043211525760369932183256694775,404399106804853029898569244871493104317126220050334947814569706258417,1,161759643043328820811225753056989660195083008524574577882386449563642,242639463761524209087343491814503444122043211525760369932183256694775,80879821521664410405612876528494830097541504262287288941193224781821
57,242639463761524209087343491814503444122043211525760369932183256694775,80879821521664410405612876528494830097541504262287288941193224781821,1,161759642239859798681730615286008614024501707263473080990990031912954,80879821119929899340865307643004307012250853631736540495495015956477,80879821521664410405612876528494830097541504262287288941193224781821
58,80879821119929899340865307643004307012250853631736540495495015956477,80879821521664410405612876528494830097541504262287288941193224781821,0,161759642641594309746478184171499137109792357894023829436688240738298,80879821119929899340865307643004307012250853631736540495495015956477,80879821320797154873239092085749568554896178947011914718344120369149
59,80879821119929899340865307643004307012250853631736540495495015956477,80879821320797154873239092085749568554896178947011914718344120369149,0,161759642440727054214104399728753875567147032578748455213839136325626,80879821220363527107052199864376937783573516289374227606919568162813,80879821320797154873239092085749568554896178947011914718344120369149
60,80879821220363527107052199864376937783573516289374227606919568162813,80879821320797154873239092085749568554896178947011914718344120369149,0,161759642541160681980291291950126506338469695236386142325263688531962,80879821220363527107052199864376937783573516289374227606919568162813,80879821270580340990145645975063253169234847618193071162631844265981
61,80879821220363527107052199864376937783573516289374227606919568162813,80879821270580340990145645975063253169234847618193071162631844265981,0,161759642490943868097197845839440190952808363907567298769551412428794,80879821245471934048598922919720095476404181953783649384775706214397,80879821270580340990145645975063253169234847618193071162631844265981
62,80879821245471934048598922919720095476404181953783649384775706214397,80879821270580340990145645975063253169234847618193071162631844265981,0,161759642516052275038744568894783348645639029571976720547407550480378,80879821245471934048598922919720095476404181953783649384775706214397,80879821258026137519372284447391674322819514785988360273703775240189
63,80879821245471934048598922919720095476404181953783649384775706214397,80879821258026137519372284447391674322819514785988360273703775240189,0,161759642503498071567971207367111769799223696739772009658479481454586,80879821251749035783985603683555884899611848369886004829239740727293,80879821258026137519372284447391674322819514785988360273703775240189
64,80879821251749035783985603683555884899611848369886004829239740727293,80879821258026137519372284447391674322819514785988360273703775240189,0,161759642509775173303357888130947559222431363155874365102943515967482,80879821251749035783985603683555884899611848369886004829239740727293,80879821254887586651678944065473779611215681577937182551471757983741
65,80879821251749035783985603683555884899611848369886004829239740727293,80879821254887586651678944065473779611215681577937182551471757983741,0,161759642506636622435664547749029664510827529947823187380711498711034,80879821253318311217832273874514832255413764973911593690355749355517,80879821254887586651678944065473779611215681577937182551471757983741
66,80879821253318311217832273874514832255413764973911593690355749355517,80879821254887586651678944065473779611215681577937182551471757983741,0,161759642508205897869511217939988611866629446551848776241827507339258,80879821253318311217832273874514832255413764973911593690355749355517,80879821254102948934755608969994305933314723275924388120913753669629
67,80879821253318311217832273874514832255413764973911593690355749355517,80879821254102948934755608969994305933314723275924388120913753669629,0,161759642507421260152587882844509138188728488249835981811269503025146,80879821253710630076293941422254569094364244124917990905634751512573,80879821254102948934755608969994305933314723275924388120913753669629
68,80879821253710630076293941422254569094364244124917990905634751512573,80879821254102948934755608969994305933314723275924388120913753669629,0,161759642507813579011049550392248875027678967400842379026548505182202,80879821253710630076293941422254569094364244124917990905634751512573,80879821253906789505524775196124437513839483700421189513274252591101
69,80879821253710630076293941422254569094364244124917990905634751512573,80879821253906789505524775196124437513839483700421189513274252591101,0,161759642507617419581818716618379006608203727825339180418909004103674,80879821253808709790909358309189503304101863912669590209454502051837,80879821253906789505524775196124437513839483700421189513274252591101
70,80879821253808709790909358309189503304101863912669590209454502051837,80879821253906789505524775196124437513839483700421189513274252591101,0,161759642507715499296434133505313940817941347613090779722728754642938,80879821253808709790909358309189503304101863912669590209454502051837,80879821253857749648217066752656970408970673806545389861364377321469
71,80879821253808709790909358309189503304101863912669590209454502051837,80879821253857749648217066752656970408970673806545389861364377321469,0,161759642507666459439126425061846473713072537719214980070818879373306,80879821253833229719563212530923236856536268859607490035409439686653,80879821253857749648217066752656970408970673806545389861364377321469
72,80879821253833229719563212530923236856536268859607490035409439686653,80879821253857749648217066752656970408970673806545389861364377321469,0,161759642507690979367780279283580207265506942666152879896773817008122,80879821253833229719563212530923236856536268859607490035409439686653,80879821253845489683890139641790103632753471333076439948386908504061
73,80879821253833229719563212530923236856536268859607490035409439686653,80879821253845489683890139641790103632753471333076439948386908504061,0,161759642507678719403453352172713340489289740192683929983796348190714,80879821253839359701726676086356670244644870096341964991898174095357,80879821253845489683890139641790103632753471333076439948386908504061
74,80879821253839359701726676086356670244644870096341964991898174095357,80879821253845489683890139641790103632753471333076439948386908504061,0,161759642507684849385616815728146773877398341429418404940285082599418,80879821253839359701726676086356670244644870096341964991898174095357,80879821253842424692808407864073386938699170714709202470142541299709
75,80879821253839359701726676086356670244644870096341964991898174095357,80879821253842424692808407864073386938699170714709202470142541299709,0,161759642507681784394535083950430057183344040811051167462040715395066,80879821253840892197267541975215028591672020405525583731020357697533,80879821253842424692808407864073386938699170714709202470142541299709
76,80879821253840892197267541975215028591672020405525583731020357697533,80879821253842424692808407864073386938699170714709202470142541299709,0,161759642507683316890075949839288415530371191120234786201162898997242,80879821253840892197267541975215028591672020405525583731020357697533,80879821253841658445037974919644207765185595560117393100581449498621
77,80879821253840892197267541975215028591672020405525583731020357697533,80879821253841658445037974919644207765185595560117393100581449498621,0,161759642507682550642305516894859236356857615965642976831601807196154,80879821253841275321152758447429618178428807982821488415800903598077,80879821253841658445037974919644207765185595560117393100581449498621
78,80879821253841275321152758447429618178428807982821488415800903598077,80879821253841658445037974919644207765185595560117393100581449498621,0,161759642507682933766190733367073825943614403542938881516382353096698,80879821253841275321152758447429618178428807982821488415800903598077,80879821253841466883095366683536912971807201771469440758191176548349
79,80879821253841275321152758447429618178428807982821488415800903598077,80879821253841466883095366683536912971807201771469440758191176548349,0,161759642507682742204248125130966531150236009754290929173992080146426,80879821253841371102124062565483265575118004877145464586996040073213,80879821253841466883095366683536912971807201771469440758191176548349
80,80879821253841371102124062565483265575118004877145464586996040073213,80879821253841466883095366683536912971807201771469440758191176548349,0,161759642507682837985219429249020178546925206648614905345187216621562,80879821253841371102124062565483265575118004877145464586996040073213,80879821253841418992609714624510089273462603324307452672593608310781
81,80879821253841371102124062565483265575118004877145464586996040073213,80879821253841418992609714624510089273462603324307452672593608310781,0,161759642507682790094733777189993354848580608201452917259589648383994,80879821253841395047366888594996677424290304100726458629794824191997,80879821253841418992609714624510089273462603324307452672593608310781
82,80879821253841395047366888594996677424290304100726458629794824191997,80879821253841418992609714624510089273462603324307452672593608310781,0,161759642507682814039976603219506766697752907425033911302388432502778,80879821253841395047366888594996677424290304100726458629794824191997,80879821253841407019988301609753383348876453712516955651194216251389
83,80879821253841395047366888594996677424290304100726458629794824191997,80879821253841407019988301609753383348876453712516955651194216251389,0,161759642507682802067355190204750060773166757813243414280989040443386,80879821253841401033677595102375030386583378906621707140494520221693,80879821253841407019988301609753383348876453712516955651194216251389
84,80879821253841401033677595102375030386583378906621707140494520221693,80879821253841407019988301609753383348876453712516955651194216251389,0,161759642507682808053665896712128413735459832619138662791688736473082,80879821253841401033677595102375030386583378906621707140494520221693,80879821253841404026832948356064206867729916309569331395844368236541
85,80879821253841401033677595102375030386583378906621707140494520221693,80879821253841404026832948356064206867729916309569331395844368236541,0,161759642507682805060510543458439237254313295216191038536338888458234,80879821253841402530255271729219618627156647608095519268169444229117,80879821253841404026832948356064206867729916309569331395844368236541
86,80879821253841402530255271729219618627156647608095519268169444229117,80879821253841404026832948356064206867729916309569331395844368236541,0,161759642507682806557088220085283825494886563917664850664013812465658,80879821253841402530255271729219618627156647608095519268169444229117,80879821253841403278544110042641912747443281958832425332006906232829
87,80879821253841402530255271729219618627156647608095519268169444229117,80879821253841403278544110042641912747443281958832425332006906232829,0,161759642507682805808799381771861531374599929566927944600176350461946,80879821253841402904399690885930765687299964783463972300088175230973,80879821253841403278544110042641912747443281958832425332006906232829
88,80879821253841402904399690885930765687299964783463972300088175230973,80879821253841403278544110042641912747443281958832425332006906232829,0,161759642507682806182943800928572678434743246742296397632095081463802,80879821253841402904399690885930765687299964783463972300088175230973,80879821253841403091471900464286339217371623371148198816047540731901
89,80879821253841402904399690885930765687299964783463972300088175230973,80879821253841403091471900464286339217371623371148198816047540731901,0,161759642507682805995871591350217104904671588154612171116135715962874,80879821253841402997935795675108552452335794077306085558067857981437,80879821253841403091471900464286339217371623371148198816047540731901
90,80879821253841402997935795675108552452335794077306085558067857981437,80879821253841403091471900464286339217371623371148198816047540731901,0,161759642507682806089407696139394891669707417448454284374115398713338,80879821253841402997935795675108552452335794077306085558067857981437,80879821253841403044703848069697445834853708724227142187057699356669
91,80879821253841402997935795675108552452335794077306085558067857981437,80879821253841403044703848069697445834853708724227142187057699356669,0,161759642507682806042639643744805998287189502801533227745125557338106,80879821253841403021319821872402999143594751400766613872562778669053,80879821253841403044703848069697445834853708724227142187057699356669
92,80879821253841403021319821872402999143594751400766613872562778669053,80879821253841403044703848069697445834853708724227142187057699356669,0,161759642507682806066023669942100444978448460124993756059620478025722,80879821253841403021319821872402999143594751400766613872562778669053,80879821253841403033011834971050222489224230062496878029810239012861
93,80879821253841403021319821872402999143594751400766613872562778669053,80879821253841403033011834971050222489224230062496878029810239012861,0,161759642507682806054331656843453221632818981463263491902373017681914,80879821253841403027165828421726610816409490731631745951186508840957,80879821253841403033011834971050222489224230062496878029810239012861
94,80879821253841403027165828421726610816409490731631745951186508840957,80879821253841403033011834971050222489224230062496878029810239012861,0,161759642507682806060177663392776833305633720794128623980996747853818,80879821253841403027165828421726610816409490731631745951186508840957,80879821253841403030088831696388416652816860397064311990498373926909
95,80879821253841403027165828421726610816409490731631745951186508840957,80879821253841403030088831696388416652816860397064311990498373926909,0,161759642507682806057254660118115027469226351128696057941684882767866,80879821253841403028627330059057513734613175564348028970842441383933,80879821253841403030088831696388416652816860397064311990498373926909
96,80879821253841403028627330059057513734613175564348028970842441383933,80879821253841403030088831696388416652816860397064311990498373926909,0,161759642507682806058716161755445930387430035961412340961340815310842,80879821253841403028627330059057513734613175564348028970842441383933,80879821253841403029358080877722965193715017980706170480670407655421
97,80879821253841403028627330059057513734613175564348028970842441383933,80879821253841403029358080877722965193715017980706170480670407655421,0,161759642507682806057985410936780478928328193545054199451512849039354,80879821253841403028992705468390239464164096772527099725756424519677,80879821253841403029358080877722965193715017980706170480670407655421
98,80879821253841403028992705468390239464164096772527099725756424519677,80879821253841403029358080877722965193715017980706170480670407655421,0,161759642507682806058350786346113204657879114753233270206426832175098,80879821253841403028992705468390239464164096772527099725756424519677,80879821253841403029175393173056602328939557376616635103213416087549
99,80879821253841403028992705468390239464164096772527099725756424519677,80879821253841403029175393173056602328939557376616635103213416087549,0,161759642507682806058168098641446841793103654149143734828969840607226,80879821253841403029084049320723420896551827074571867414484920303613,80879821253841403029175393173056602328939557376616635103213416087549
100,80879821253841403029084049320723420896551827074571867414484920303613,80879821253841403029175393173056602328939557376616635103213416087549,0,161759642507682806058259442493780023225491384451188502517698336391162,80879821253841403029084049320723420896551827074571867414484920303613,80879821253841403029129721246890011612745692225594251258849168195581
101,80879821253841403029084049320723420896551827074571867414484920303613,80879821253841403029129721246890011612745692225594251258849168195581,0,161759642507682806058213770567613432509297519300166118673334088499194,80879821253841403029106885283806716254648759650083059336667044249597,80879821253841403029129721246890011612745692225594251258849168195581
102,80879821253841403029106885283806716254648759650083059336667044249597,80879821253841403029129721246890011612745692225594251258849168195581,0,161759642507682806058236606530696727867394451875677310595516212445178,80879821253841403029106885283806716254648759650083059336667044249597,80879821253841403029118303265348363933697225937838655297758106222589
103,80879821253841403029106885283806716254648759650083059336667044249597,80879821253841403029118303265348363933697225937838655297758106222589,0,161759642507682806058225188549155080188345985587921714634425150472186,80879821253841403029112594274577540094172992793960857317212575236093,80879821253841403029118303265348363933697225937838655297758106222589
104,80879821253841403029112594274577540094172992793960857317212575236093,80879821253841403029118303265348363933697225937838655297758106222589,0,161759642507682806058230897539925904027870218731799512614970681458682,80879821253841403029112594274577540094172992793960857317212575236093,80879821253841403029115448769962952013935109365899756307485340729341
105,80879821253841403029112594274577540094172992793960857317212575236093,80879821253841403029115448769962952013935109365899756307485340729341,0,161759642507682806058228043044540492108108102159860613624697915965434,80879821253841403029114021522270246054054051079930306812348957982717,80879821253841403029115448769962952013935109365899756307485340729341
106,80879821253841403029114021522270246054054051079930306812348957982717,80879821253841403029115448769962952013935109365899756307485340729341,0,161759642507682806058229470292233198067989160445830063119834298712058,80879821253841403029114021522270246054054051079930306812348957982717,80879821253841403029114735146116599033994580222915031559917149356029
107,80879821253841403029114021522270246054054051079930306812348957982717,80879821253841403029114735146116599033994580222915031559917149356029,0,161759642507682806058228756668386845088048631302845338372266107338746,80879821253841403029114378334193422544024315651422669186133053669373,80879821253841403029114735146116599033994580222915031559917149356029
108,80879821253841403029114378334193422544024315651422669186133053669373,80879821253841403029114735146116599033994580222915031559917149356029,0,161759642507682806058229113480310021578018895874337700746050203025402,80879821253841403029114378334193422544024315651422669186133053669373,80879821253841403029114556740155010789009447937168850373025101512701
109,80879821253841403029114378334193422544024315651422669186133053669373,80879821253841403029114556740155010789009447937168850373025101512701,0,161759642507682806058228935074348433333033763588591519559158155182074,80879821253841403029114467537174216666516881794295759779579077591037,80879821253841403029114556740155010789009447937168850373025101512701
110,80879821253841403029114467537174216666516881794295759779579077591037,80879821253841403029114556740155010789009447937168850373025101512701,0,161759642507682806058229024277329227455526329731464610152604179103738,80879821253841403029114467537174216666516881794295759779579077591037,80879821253841403029114512138664613727763164865732305076302089551869
111,80879821253841403029114467537174216666516881794295759779579077591037,80879821253841403029114512138664613727763164865732305076302089551869,0,161759642507682806058228979675838830394280046660028064855881167142906,80879821253841403029114489837919415197140023330014032427940583571453,80879821253841403029114512138664613727763164865732305076302089551869
112,80879821253841403029114489837919415197140023330014032427940583571453,80879821253841403029114512138664613727763164865732305076302089551869,0,161759642507682806058229001976584028924903188195746337504242673123322,80879821253841403029114489837919415197140023330014032427940583571453,80879821253841403029114500988292014462451594097873168752121336561661
113,80879821253841403029114489837919415197140023330014032427940583571453,80879821253841403029114500988292014462451594097873168752121336561661,0,161759642507682806058228990826211429659591617427887201180061920133114,80879821253841403029114495413105714829795808713943600590030960066557,80879821253841403029114500988292014462451594097873168752121336561661
114,80879821253841403029114495413105714829795808713943600590030960066557,80879821253841403029114500988292014462451594097873168752121336561661,0,161759642507682806058228996401397729292247402811816769342152296628218,80879821253841403029114495413105714829795808713943600590030960066557,80879821253841403029114498200698864646123701405908384671076148314109
115,80879821253841403029114495413105714829795808713943600590030960066557,80879821253841403029114498200698864646123701405908384671076148314109,0,161759642507682806058228993613804579475919510119851985261107108380666,80879821253841403029114496806902289737959755059925992630553554190333,80879821253841403029114498200698864646123701405908384671076148314109
116,80879821253841403029114496806902289737959755059925992630553554190333,80879821253841403029114498200698864646123701405908384671076148314109,0,161759642507682806058228995007601154384083456465834377301629702504442,80879821253841403029114496806902289737959755059925992630553554190333,80879821253841403029114497503800577192041728232917188650814851252221
117,80879821253841403029114496806902289737959755059925992630553554190333,80879821253841403029114497503800577192041728232917188650814851252221,0,161759642507682806058228994310702866930001483292843181281368405442554,80879821253841403029114497155351433465000741646421590640684202721277,80879821253841403029114497503800577192041728232917188650814851252221
118,80879821253841403029114497155351433465000741646421590640684202721277,80879821253841403029114497503800577192041728232917188650814851252221,0,161759642507682806058228994659152010657042469879338779291499053973498,80879821253841403029114497155351433465000741646421590640684202721277,80879821253841403029114497329576005328521234939669389645749526986749
119,80879821253841403029114497155351433465000741646421590640684202721277,80879821253841403029114497329576005328521234939669389645749526986749,0,161759642507682806058228994484927438793521976586090980286433729708026,80879821253841403029114497242463719396760988293045490143216864854013,80879821253841403029114497329576005328521234939669389645749526986749
120,80879821253841403029114497242463719396760988293045490143216864854013,80879821253841403029114497329576005328521234939669389645749526986749,0,161759642507682806058228994572039724725282223232714879788966391840762,80879821253841403029114497242463719396760988293045490143216864854013,80879821253841403029114497286019862362641111616357439894483195920381
121,80879821253841403029114497242463719396760988293045490143216864854013,80879821253841403029114497286019862362641111616357439894483195920381,0,161759642507682806058228994528483581759402099909402930037700060774394,80879821253841403029114497264241790879701049954701465018850030387197,80879821253841403029114497286019862362641111616357439894483195920381
122,80879821253841403029114497264241790879701049954701465018850030387197,80879821253841403029114497286019862362641111616357439894483195920381,0,161759642507682806058228994550261653242342161571058904913333226307578,80879821253841403029114497264241790879701049954701465018850030387197,80879821253841403029114497275130826621171080785529452456666613153789
123,80879821253841403029114497264241790879701049954701465018850030387197,80879821253841403029114497275130826621171080785529452456666613153789,0,161759642507682806058228994539372617500872130740230917475516643540986,80879821253841403029114497269686308750436065370115458737758321770493,80879821253841403029114497275130826621171080785529452456666613153789
