k,u_before,v_before,tape_bit,sum,u_after,v_after
215,26959940532329877076751015231508101058677833751838518093053228482559,-26959940532329877076751015231508101058677833751838518090854205227007,1,53919881064659754153502030463016202117355667503677036183907433709566,26959940532329877076751015231508101058677833751838518091953716854783,-26959940532329877076751015231508101058677833751838518090854205227007
216,26959940532329877076751015231508101058677833751838518091953716854783,-26959940532329877076751015231508101058677833751838518090854205227007,1,-53919881064659754153502030463016202117355667503677036182807922081790,26959940532329877076751015231508101058677833751838518091953716854783,-26959940532329877076751015231508101058677833751838518091403961040895
217,26959940532329877076751015231508101058677833751838518091953716854783,-26959940532329877076751015231508101058677833751838518091403961040895,1,53919881064659754153502030463016202117355667503677036183357677895678,26959940532329877076751015231508101058677833751838518091678838947839,-26959940532329877076751015231508101058677833751838518091403961040895
218,26959940532329877076751015231508101058677833751838518091678838947839,-26959940532329877076751015231508101058677833751838518091403961040895,1,-53919881064659754153502030463016202117355667503677036183082799988734,26959940532329877076751015231508101058677833751838518091678838947839,-26959940532329877076751015231508101058677833751838518091541399994367
219,26959940532329877076751015231508101058677833751838518091678838947839,-26959940532329877076751015231508101058677833751838518091541399994367,1,53919881064659754153502030463016202117355667503677036183220238942206,26959940532329877076751015231508101058677833751838518091610119471103,-26959940532329877076751015231508101058677833751838518091541399994367
220,26959940532329877076751015231508101058677833751838518091610119471103,-26959940532329877076751015231508101058677833751838518091541399994367,1,-53919881064659754153502030463016202117355667503677036183151519465470,26959940532329877076751015231508101058677833751838518091610119471103,-26959940532329877076751015231508101058677833751838518091575759732735
221,26959940532329877076751015231508101058677833751838518091610119471103,-26959940532329877076751015231508101058677833751838518091575759732735,1,53919881064659754153502030463016202117355667503677036183185879203838,26959940532329877076751015231508101058677833751838518091592939601919,-26959940532329877076751015231508101058677833751838518091575759732735
222,26959940532329877076751015231508101058677833751838518091592939601919,-26959940532329877076751015231508101058677833751838518091575759732735,1,-53919881064659754153502030463016202117355667503677036183168699334654,26959940532329877076751015231508101058677833751838518091592939601919,-26959940532329877076751015231508101058677833751838518091584349667327
223,26959940532329877076751015231508101058677833751838518091592939601919,-26959940532329877076751015231508101058677833751838518091584349667327,1,53919881064659754153502030463016202117355667503677036183177289269246,26959940532329877076751015231508101058677833751838518091588644634623,-26959940532329877076751015231508101058677833751838518091584349667327
224,26959940532329877076751015231508101058677833751838518091588644634623,-26959940532329877076751015231508101058677833751838518091584349667327,1,-53919881064659754153502030463016202117355667503677036183172994301950,26959940532329877076751015231508101058677833751838518091588644634623,-26959940532329877076751015231508101058677833751838518091586497150975
225,26959940532329877076751015231508101058677833751838518091588644634623,-26959940532329877076751015231508101058677833751838518091586497150975,1,53919881064659754153502030463016202117355667503677036183175141785598,26959940532329877076751015231508101058677833751838518091587570892799,-26959940532329877076751015231508101058677833751838518091586497150975
226,26959940532329877076751015231508101058677833751838518091587570892799,-26959940532329877076751015231508101058677833751838518091586497150975,1,-53919881064659754153502030463016202117355667503677036183174068043774,26959940532329877076751015231508101058677833751838518091587570892799,-26959940532329877076751015231508101058677833751838518091587034021887
227,26959940532329877076751015231508101058677833751838518091587570892799,-26959940532329877076751015231508101058677833751838518091587034021887,1,53919881064659754153502030463016202117355667503677036183174604914686,26959940532329877076751015231508101058677833751838518091587302457343,-26959940532329877076751015231508101058677833751838518091587034021887
228,26959940532329877076751015231508101058677833751838518091587302457343,-26959940532329877076751015231508101058677833751838518091587034021887,1,-53919881064659754153502030463016202117355667503677036183174336479230,26959940532329877076751015231508101058677833751838518091587302457343,-26959940532329877076751015231508101058677833751838518091587168239615
229,26959940532329877076751015231508101058677833751838518091587302457343,-26959940532329877076751015231508101058677833751838518091587168239615,1,53919881064659754153502030463016202117355667503677036183174470696958,26959940532329877076751015231508101058677833751838518091587235348479,-26959940532329877076751015231508101058677833751838518091587168239615
230,26959940532329877076751015231508101058677833751838518091587235348479,-26959940532329877076751015231508101058677833751838518091587168239615,1,-53919881064659754153502030463016202117355667503677036183174403588094,26959940532329877076751015231508101058677833751838518091587235348479,-26959940532329877076751015231508101058677833751838518091587201794047
231,26959940532329877076751015231508101058677833751838518091587235348479,-26959940532329877076751015231508101058677833751838518091587201794047,1,53919881064659754153502030463016202117355667503677036183174437142526,26959940532329877076751015231508101058677833751838518091587218571263,-26959940532329877076751015231508101058677833751838518091587201794047
232,26959940532329877076751015231508101058677833751838518091587218571263,-26959940532329877076751015231508101058677833751838518091587201794047,1,-53919881064659754153502030463016202117355667503677036183174420365310,26959940532329877076751015231508101058677833751838518091587218571263,-26959940532329877076751015231508101058677833751838518091587210182655
233,26959940532329877076751015231508101058677833751838518091587218571263,-26959940532329877076751015231508101058677833751838518091587210182655,1,53919881064659754153502030463016202117355667503677036183174428753918,26959940532329877076751015231508101058677833751838518091587214376959,-26959940532329877076751015231508101058677833751838518091587210182655
234,26959940532329877076751015231508101058677833751838518091587214376959,-26959940532329877076751015231508101058677833751838518091587210182655,1,-53919881064659754153502030463016202117355667503677036183174424559614,26959940532329877076751015231508101058677833751838518091587214376959,-26959940532329877076751015231508101058677833751838518091587212279807
235,26959940532329877076751015231508101058677833751838518091587214376959,-26959940532329877076751015231508101058677833751838518091587212279807,1,53919881064659754153502030463016202117355667503677036183174426656766,26959940532329877076751015231508101058677833751838518091587213328383,-26959940532329877076751015231508101058677833751838518091587212279807
236,26959940532329877076751015231508101058677833751838518091587213328383,-26959940532329877076751015231508101058677833751838518091587212279807,1,-53919881064659754153502030463016202117355667503677036183174425608190,26959940532329877076751015231508101058677833751838518091587213328383,-26959940532329877076751015231508101058677833751838518091587212804095
237,26959940532329877076751015231508101058677833751838518091587213328383,-26959940532329877076751015231508101058677833751838518091587212804095,1,53919881064659754153502030463016202117355667503677036183174426132478,26959940532329877076751015231508101058677833751838518091587213066239,-26959940532329877076751015231508101058677833751838518091587212804095
238,26959940532329877076751015231508101058677833751838518091587213066239,-26959940532329877076751015231508101058677833751838518091587212804095,1,-53919881064659754153502030463016202117355667503677036183174425870334,26959940532329877076751015231508101058677833751838518091587213066239,-26959940532329877076751015231508101058677833751838518091587212935167
239,26959940532329877076751015231508101058677833751838518091587213066239,-26959940532329877076751015231508101058677833751838518091587212935167,1,53919881064659754153502030463016202117355667503677036183174426001406,26959940532329877076751015231508101058677833751838518091587213000703,-26959940532329877076751015231508101058677833751838518091587212935167
240,26959940532329877076751015231508101058677833751838518091587213000703,-26959940532329877076751015231508101058677833751838518091587212935167,1,-53919881064659754153502030463016202117355667503677036183174425935870,26959940532329877076751015231508101058677833751838518091587213000703,-26959940532329877076751015231508101058677833751838518091587212967935
241,26959940532329877076751015231508101058677833751838518091587213000703,-26959940532329877076751015231508101058677833751838518091587212967935,1,53919881064659754153502030463016202117355667503677036183174425968638,26959940532329877076751015231508101058677833751838518091587212984319,-26959940532329877076751015231508101058677833751838518091587212967935
242,26959940532329877076751015231508101058677833751838518091587212984319,-26959940532329877076751015231508101058677833751838518091587212967935,1,-53919881064659754153502030463016202117355667503677036183174425952254,26959940532329877076751015231508101058677833751838518091587212984319,-26959940532329877076751015231508101058677833751838518091587212976127
243,26959940532329877076751015231508101058677833751838518091587212984319,-26959940532329877076751015231508101058677833751838518091587212976127,1,53919881064659754153502030463016202117355667503677036183174425960446,26959940532329877076751015231508101058677833751838518091587212980223,-26959940532329877076751015231508101058677833751838518091587212976127
244,26959940532329877076751015231508101058677833751838518091587212980223,-26959940532329877076751015231508101058677833751838518091587212976127,1,-53919881064659754153502030463016202117355667503677036183174425956350,26959940532329877076751015231508101058677833751838518091587212980223,-26959940532329877076751015231508101058677833751838518091587212978175
245,26959940532329877076751015231508101058677833751838518091587212980223,-26959940532329877076751015231508101058677833751838518091587212978175,1,53919881064659754153502030463016202117355667503677036183174425958398,26959940532329877076751015231508101058677833751838518091587212979199,-26959940532329877076751015231508101058677833751838518091587212978175
246,26959940532329877076751015231508101058677833751838518091587212979199,-26959940532329877076751015231508101058677833751838518091587212978175,1,-53919881064659754153502030463016202117355667503677036183174425957374,26959940532329877076751015231508101058677833751838518091587212979199,-26959940532329877076751015231508101058677833751838518091587212978687
247,26959940532329877076751015231508101058677833751838518091587212979199,-26959940532329877076751015231508101058677833751838518091587212978687,1,53919881064659754153502030463016202117355667503677036183174425957886,26959940532329877076751015231508101058677833751838518091587212978943,-26959940532329877076751015231508101058677833751838518091587212978687
248,26959940532329877076751015231508101058677833751838518091587212978943,-26959940532329877076751015231508101058677833751838518091587212978687,1,-53919881064659754153502030463016202117355667503677036183174425957630,26959940532329877076751015231508101058677833751838518091587212978943,-26959940532329877076751015231508101058677833751838518091587212978815
249,26959940532329877076751015231508101058677833751838518091587212978943,-26959940532329877076751015231508101058677833751838518091587212978815,1,53919881064659754153502030463016202117355667503677036183174425957758,26959940532329877076751015231508101058677833751838518091587212978879,-26959940532329877076751015231508101058677833751838518091587212978815
250,26959940532329877076751015231508101058677833751838518091587212978879,-26959940532329877076751015231508101058677833751838518091587212978815,1,-53919881064659754153502030463016202117355667503677036183174425957694,26959940532329877076751015231508101058677833751838518091587212978879,-26959940532329877076751015231508101058677833751838518091587212978847
251,26959940532329877076751015231508101058677833751838518091587212978879,-26959940532329877076751015231508101058677833751838518091587212978847,1,53919881064659754153502030463016202117355667503677036183174425957726,26959940532329877076751015231508101058677833751838518091587212978863,-26959940532329877076751015231508101058677833751838518091587212978847
252,26959940532329877076751015231508101058677833751838518091587212978863,-26959940532329877076751015231508101058677833751838518091587212978847,1,-53919881064659754153502030463016202117355667503677036183174425957710,26959940532329877076751015231508101058677833751838518091587212978863,-26959940532329877076751015231508101058677833751838518091587212978855
253,26959940532329877076751015231508101058677833751838518091587212978863,-26959940532329877076751015231508101058677833751838518091587212978855,1,53919881064659754153502030463016202117355667503677036183174425957718,26959940532329877076751015231508101058677833751838518091587212978859,-26959940532329877076751015231508101058677833751838518091587212978855
254,26959940532329877076751015231508101058677833751838518091587212978859,-26959940532329877076751015231508101058677833751838518091587212978855,1,-53919881064659754153502030463016202117355667503677036183174425957714,26959940532329877076751015231508101058677833751838518091587212978859,-26959940532329877076751015231508101058677833751838518091587212978857
255,26959940532329877076751015231508101058677833751838518091587212978859,-26959940532329877076751015231508101058677833751838518091587212978857,0,2,1,-26959940532329877076751015231508101058677833751838518091587212978857
256,1,-26959940532329877076751015231508101058677833751838518091587212978857,1,-26959940532329877076751015231508101058677833751838518091587212978858,1,-13479970266164938538375507615754050529338916875919259045793606489429
257,1,-13479970266164938538375507615754050529338916875919259045793606489429,1,13479970266164938538375507615754050529338916875919259045793606489430,6739985133082469269187753807877025264669458437959629522896803244715,-13479970266164938538375507615754050529338916875919259045793606489429
258,6739985133082469269187753807877025264669458437959629522896803244715,-13479970266164938538375507615754050529338916875919259045793606489429,0,-6739985133082469269187753807877025264669458437959629522896803244714,6739985133082469269187753807877025264669458437959629522896803244715,-3369992566541234634593876903938512632334729218979814761448401622357
259,6739985133082469269187753807877025264669458437959629522896803244715,-3369992566541234634593876903938512632334729218979814761448401622357,0,3369992566541234634593876903938512632334729218979814761448401622358,1684996283270617317296938451969256316167364609489907380724200811179,-3369992566541234634593876903938512632334729218979814761448401622357
260,1684996283270617317296938451969256316167364609489907380724200811179,-3369992566541234634593876903938512632334729218979814761448401622357,0,-1684996283270617317296938451969256316167364609489907380724200811178,1684996283270617317296938451969256316167364609489907380724200811179,-842498141635308658648469225984628158083682304744953690362100405589
261,1684996283270617317296938451969256316167364609489907380724200811179,-842498141635308658648469225984628158083682304744953690362100405589,0,842498141635308658648469225984628158083682304744953690362100405590,421249070817654329324234612992314079041841152372476845181050202795,-842498141635308658648469225984628158083682304744953690362100405589
262,421249070817654329324234612992314079041841152372476845181050202795,-842498141635308658648469225984628158083682304744953690362100405589,0,-421249070817654329324234612992314079041841152372476845181050202794,421249070817654329324234612992314079041841152372476845181050202795,-210624535408827164662117306496157039520920576186238422590525101397
263,421249070817654329324234612992314079041841152372476845181050202795,-210624535408827164662117306496157039520920576186238422590525101397,0,210624535408827164662117306496157039520920576186238422590525101398,105312267704413582331058653248078519760460288093119211295262550699,-210624535408827164662117306496157039520920576186238422590525101397
264,105312267704413582331058653248078519760460288093119211295262550699,-210624535408827164662117306496157039520920576186238422590525101397,0,-105312267704413582331058653248078519760460288093119211295262550698,105312267704413582331058653248078519760460288093119211295262550699,-52656133852206791165529326624039259880230144046559605647631275349
265,105312267704413582331058653248078519760460288093119211295262550699,-52656133852206791165529326624039259880230144046559605647631275349,0,52656133852206791165529326624039259880230144046559605647631275350,26328066926103395582764663312019629940115072023279802823815637675,-52656133852206791165529326624039259880230144046559605647631275349
266,26328066926103395582764663312019629940115072023279802823815637675,-52656133852206791165529326624039259880230144046559605647631275349,0,-26328066926103395582764663312019629940115072023279802823815637674,26328066926103395582764663312019629940115072023279802823815637675,-13164033463051697791382331656009814970057536011639901411907818837
267,26328066926103395582764663312019629940115072023279802823815637675,-13164033463051697791382331656009814970057536011639901411907818837,0,13164033463051697791382331656009814970057536011639901411907818838,6582016731525848895691165828004907485028768005819950705953909419,-13164033463051697791382331656009814970057536011639901411907818837
268,6582016731525848895691165828004907485028768005819950705953909419,-13164033463051697791382331656009814970057536011639901411907818837,0,-6582016731525848895691165828004907485028768005819950705953909418,6582016731525848895691165828004907485028768005819950705953909419,-3291008365762924447845582914002453742514384002909975352976954709
269,6582016731525848895691165828004907485028768005819950705953909419,-3291008365762924447845582914002453742514384002909975352976954709,0,3291008365762924447845582914002453742514384002909975352976954710,1645504182881462223922791457001226871257192001454987676488477355,-3291008365762924447845582914002453742514384002909975352976954709
270,1645504182881462223922791457001226871257192001454987676488477355,-3291008365762924447845582914002453742514384002909975352976954709,0,-1645504182881462223922791457001226871257192001454987676488477354,1645504182881462223922791457001226871257192001454987676488477355,-822752091440731111961395728500613435628596000727493838244238677
271,1645504182881462223922791457001226871257192001454987676488477355,-822752091440731111961395728500613435628596000727493838244238677,0,822752091440731111961395728500613435628596000727493838244238678,411376045720365555980697864250306717814298000363746919122119339,-822752091440731111961395728500613435628596000727493838244238677
272,411376045720365555980697864250306717814298000363746919122119339,-822752091440731111961395728500613435628596000727493838244238677,0,-411376045720365555980697864250306717814298000363746919122119338,411376045720365555980697864250306717814298000363746919122119339,-205688022860182777990348932125153358907149000181873459561059669
273,411376045720365555980697864250306717814298000363746919122119339,-205688022860182777990348932125153358907149000181873459561059669,0,205688022860182777990348932125153358907149000181873459561059670,102844011430091388995174466062576679453574500090936729780529835,-205688022860182777990348932125153358907149000181873459561059669
274,102844011430091388995174466062576679453574500090936729780529835,-205688022860182777990348932125153358907149000181873459561059669,0,-102844011430091388995174466062576679453574500090936729780529834,102844011430091388995174466062576679453574500090936729780529835,-51422005715045694497587233031288339726787250045468364890264917
275,102844011430091388995174466062576679453574500090936729780529835,-51422005715045694497587233031288339726787250045468364890264917,0,51422005715045694497587233031288339726787250045468364890264918,25711002857522847248793616515644169863393625022734182445132459,-51422005715045694497587233031288339726787250045468364890264917
276,25711002857522847248793616515644169863393625022734182445132459,-51422005715045694497587233031288339726787250045468364890264917,0,-25711002857522847248793616515644169863393625022734182445132458,25711002857522847248793616515644169863393625022734182445132459,-12855501428761423624396808257822084931696812511367091222566229
277,25711002857522847248793616515644169863393625022734182445132459,-12855501428761423624396808257822084931696812511367091222566229,0,12855501428761423624396808257822084931696812511367091222566230,6427750714380711812198404128911042465848406255683545611283115,-12855501428761423624396808257822084931696812511367091222566229
278,6427750714380711812198404128911042465848406255683545611283115,-12855501428761423624396808257822084931696812511367091222566229,0,-6427750714380711812198404128911042465848406255683545611283114,6427750714380711812198404128911042465848406255683545611283115,-3213875357190355906099202064455521232924203127841772805641557
279,6427750714380711812198404128911042465848406255683545611283115,-3213875357190355906099202064455521232924203127841772805641557,0,3213875357190355906099202064455521232924203127841772805641558,1606937678595177953049601032227760616462101563920886402820779,-3213875357190355906099202064455521232924203127841772805641557
280,1606937678595177953049601032227760616462101563920886402820779,-3213875357190355906099202064455521232924203127841772805641557,0,-1606937678595177953049601032227760616462101563920886402820778,1606937678595177953049601032227760616462101563920886402820779,-803468839297588976524800516113880308231050781960443201410389
281,1606937678595177953049601032227760616462101563920886402820779,-803468839297588976524800516113880308231050781960443201410389,0,803468839297588976524800516113880308231050781960443201410390,401734419648794488262400258056940154115525390980221600705195,-803468839297588976524800516113880308231050781960443201410389
282,401734419648794488262400258056940154115525390980221600705195,-803468839297588976524800516113880308231050781960443201410389,0,-401734419648794488262400258056940154115525390980221600705194,401734419648794488262400258056940154115525390980221600705195,-200867209824397244131200129028470077057762695490110800352597
283,401734419648794488262400258056940154115525390980221600705195,-200867209824397244131200129028470077057762695490110800352597,0,200867209824397244131200129028470077057762695490110800352598,100433604912198622065600064514235038528881347745055400176299,-200867209824397244131200129028470077057762695490110800352597
284,100433604912198622065600064514235038528881347745055400176299,-200867209824397244131200129028470077057762695490110800352597,0,-100433604912198622065600064514235038528881347745055400176298,100433604912198622065600064514235038528881347745055400176299,-50216802456099311032800032257117519264440673872527700088149
285,100433604912198622065600064514235038528881347745055400176299,-50216802456099311032800032257117519264440673872527700088149,0,50216802456099311032800032257117519264440673872527700088150,25108401228049655516400016128558759632220336936263850044075,-50216802456099311032800032257117519264440673872527700088149
286,25108401228049655516400016128558759632220336936263850044075,-50216802456099311032800032257117519264440673872527700088149,0,-25108401228049655516400016128558759632220336936263850044074,25108401228049655516400016128558759632220336936263850044075,-12554200614024827758200008064279379816110168468131925022037
287,25108401228049655516400016128558759632220336936263850044075,-12554200614024827758200008064279379816110168468131925022037,0,12554200614024827758200008064279379816110168468131925022038,6277100307012413879100004032139689908055084234065962511019,-12554200614024827758200008064279379816110168468131925022037
288,6277100307012413879100004032139689908055084234065962511019,-12554200614024827758200008064279379816110168468131925022037,0,-6277100307012413879100004032139689908055084234065962511018,6277100307012413879100004032139689908055084234065962511019,-3138550153506206939550002016069844954027542117032981255509
289,6277100307012413879100004032139689908055084234065962511019,-3138550153506206939550002016069844954027542117032981255509,0,3138550153506206939550002016069844954027542117032981255510,1569275076753103469775001008034922477013771058516490627755,-3138550153506206939550002016069844954027542117032981255509
290,1569275076753103469775001008034922477013771058516490627755,-3138550153506206939550002016069844954027542117032981255509,0,-1569275076753103469775001008034922477013771058516490627754,1569275076753103469775001008034922477013771058516490627755,-784637538376551734887500504017461238506885529258245313877
291,1569275076753103469775001008034922477013771058516490627755,-784637538376551734887500504017461238506885529258245313877,0,784637538376551734887500504017461238506885529258245313878,392318769188275867443750252008730619253442764629122656939,-784637538376551734887500504017461238506885529258245313877
292,392318769188275867443750252008730619253442764629122656939,-784637538376551734887500504017461238506885529258245313877,0,-392318769188275867443750252008730619253442764629122656938,392318769188275867443750252008730619253442764629122656939,-196159384594137933721875126004365309626721382314561328469
293,392318769188275867443750252008730619253442764629122656939,-196159384594137933721875126004365309626721382314561328469,0,196159384594137933721875126004365309626721382314561328470,98079692297068966860937563002182654813360691157280664235,-196159384594137933721875126004365309626721382314561328469
294,98079692297068966860937563002182654813360691157280664235,-196159384594137933721875126004365309626721382314561328469,0,-98079692297068966860937563002182654813360691157280664234,98079692297068966860937563002182654813360691157280664235,-49039846148534483430468781501091327406680345578640332117
295,98079692297068966860937563002182654813360691157280664235,-49039846148534483430468781501091327406680345578640332117,0,49039846148534483430468781501091327406680345578640332118,24519923074267241715234390750545663703340172789320166059,-49039846148534483430468781501091327406680345578640332117
296,24519923074267241715234390750545663703340172789320166059,-49039846148534483430468781501091327406680345578640332117,0,-24519923074267241715234390750545663703340172789320166058,24519923074267241715234390750545663703340172789320166059,-12259961537133620857617195375272831851670086394660083029
297,24519923074267241715234390750545663703340172789320166059,-12259961537133620857617195375272831851670086394660083029,0,12259961537133620857617195375272831851670086394660083030,6129980768566810428808597687636415925835043197330041515,-12259961537133620857617195375272831851670086394660083029
298,6129980768566810428808597687636415925835043197330041515,-12259961537133620857617195375272831851670086394660083029,0,-6129980768566810428808597687636415925835043197330041514,6129980768566810428808597687636415925835043197330041515,-3064990384283405214404298843818207962917521598665020757
299,6129980768566810428808597687636415925835043197330041515,-3064990384283405214404298843818207962917521598665020757,0,3064990384283405214404298843818207962917521598665020758,1532495192141702607202149421909103981458760799332510379,-3064990384283405214404298843818207962917521598665020757
300,1532495192141702607202149421909103981458760799332510379,-3064990384283405214404298843818207962917521598665020757,0,-1532495192141702607202149421909103981458760799332510378,1532495192141702607202149421909103981458760799332510379,-766247596070851303601074710954551990729380399666255189
301,1532495192141702607202149421909103981458760799332510379,-766247596070851303601074710954551990729380399666255189,0,766247596070851303601074710954551990729380399666255190,383123798035425651800537355477275995364690199833127595,-766247596070851303601074710954551990729380399666255189
302,383123798035425651800537355477275995364690199833127595,-766247596070851303601074710954551990729380399666255189,0,-383123798035425651800537355477275995364690199833127594,383123798035425651800537355477275995364690199833127595,-191561899017712825900268677738637997682345099916563797
303,383123798035425651800537355477275995364690199833127595,-191561899017712825900268677738637997682345099916563797,0,191561899017712825900268677738637997682345099916563798,95780949508856412950134338869318998841172549958281899,-191561899017712825900268677738637997682345099916563797
304,95780949508856412950134338869318998841172549958281899,-191561899017712825900268677738637997682345099916563797,0,-95780949508856412950134338869318998841172549958281898,95780949508856412950134338869318998841172549958281899,-47890474754428206475067169434659499420586274979140949
305,95780949508856412950134338869318998841172549958281899,-47890474754428206475067169434659499420586274979140949,0,47890474754428206475067169434659499420586274979140950,23945237377214103237533584717329749710293137489570475,-47890474754428206475067169434659499420586274979140949
306,23945237377214103237533584717329749710293137489570475,-47890474754428206475067169434659499420586274979140949,0,-23945237377214103237533584717329749710293137489570474,23945237377214103237533584717329749710293137489570475,-11972618688607051618766792358664874855146568744785237
307,23945237377214103237533584717329749710293137489570475,-11972618688607051618766792358664874855146568744785237,0,11972618688607051618766792358664874855146568744785238,5986309344303525809383396179332437427573284372392619,-11972618688607051618766792358664874855146568744785237
308,5986309344303525809383396179332437427573284372392619,-11972618688607051618766792358664874855146568744785237,0,-5986309344303525809383396179332437427573284372392618,5986309344303525809383396179332437427573284372392619,-2993154672151762904691698089666218713786642186196309
309,5986309344303525809383396179332437427573284372392619,-2993154672151762904691698089666218713786642186196309,0,2993154672151762904691698089666218713786642186196310,1496577336075881452345849044833109356893321093098155,-2993154672151762904691698089666218713786642186196309
310,1496577336075881452345849044833109356893321093098155,-2993154672151762904691698089666218713786642186196309,0,-1496577336075881452345849044833109356893321093098154,1496577336075881452345849044833109356893321093098155,-748288668037940726172924522416554678446660546549077
311,1496577336075881452345849044833109356893321093098155,-748288668037940726172924522416554678446660546549077,0,748288668037940726172924522416554678446660546549078,374144334018970363086462261208277339223330273274539,-748288668037940726172924522416554678446660546549077
312,374144334018970363086462261208277339223330273274539,-748288668037940726172924522416554678446660546549077,0,-374144334018970363086462261208277339223330273274538,374144334018970363086462261208277339223330273274539,-187072167009485181543231130604138669611665136637269
313,374144334018970363086462261208277339223330273274539,-187072167009485181543231130604138669611665136637269,0,187072167009485181543231130604138669611665136637270,93536083504742590771615565302069334805832568318635,-187072167009485181543231130604138669611665136637269
314,93536083504742590771615565302069334805832568318635,-187072167009485181543231130604138669611665136637269,0,-93536083504742590771615565302069334805832568318634,93536083504742590771615565302069334805832568318635,-46768041752371295385807782651034667402916284159317
315,93536083504742590771615565302069334805832568318635,-46768041752371295385807782651034667402916284159317,0,46768041752371295385807782651034667402916284159318,23384020876185647692903891325517333701458142079659,-46768041752371295385807782651034667402916284159317
316,23384020876185647692903891325517333701458142079659,-46768041752371295385807782651034667402916284159317,0,-23384020876185647692903891325517333701458142079658,23384020876185647692903891325517333701458142079659,-11692010438092823846451945662758666850729071039829
317,23384020876185647692903891325517333701458142079659,-11692010438092823846451945662758666850729071039829,0,11692010438092823846451945662758666850729071039830,5846005219046411923225972831379333425364535519915,-11692010438092823846451945662758666850729071039829
318,5846005219046411923225972831379333425364535519915,-11692010438092823846451945662758666850729071039829,0,-5846005219046411923225972831379333425364535519914,5846005219046411923225972831379333425364535519915,-2923002609523205961612986415689666712682267759957
319,5846005219046411923225972831379333425364535519915,-2923002609523205961612986415689666712682267759957,0,2923002609523205961612986415689666712682267759958,1461501304761602980806493207844833356341133879979,-2923002609523205961612986415689666712682267759957
320,1461501304761602980806493207844833356341133879979,-2923002609523205961612986415689666712682267759957,0,-1461501304761602980806493207844833356341133879978,1461501304761602980806493207844833356341133879979,-730750652380801490403246603922416678170566939989
321,1461501304761602980806493207844833356341133879979,-730750652380801490403246603922416678170566939989,0,730750652380801490403246603922416678170566939990,365375326190400745201623301961208339085283469995,-730750652380801490403246603922416678170566939989
322,365375326190400745201623301961208339085283469995,-730750652380801490403246603922416678170566939989,0,-365375326190400745201623301961208339085283469994,365375326190400745201623301961208339085283469995,-182687663095200372600811650980604169542641734997
323,365375326190400745201623301961208339085283469995,-182687663095200372600811650980604169542641734997,0,182687663095200372600811650980604169542641734998,91343831547600186300405825490302084771320867499,-182687663095200372600811650980604169542641734997
324,91343831547600186300405825490302084771320867499,-182687663095200372600811650980604169542641734997,0,-91343831547600186300405825490302084771320867498,91343831547600186300405825490302084771320867499,-45671915773800093150202912745151042385660433749
325,91343831547600186300405825490302084771320867499,-45671915773800093150202912745151042385660433749,0,45671915773800093150202912745151042385660433750,22835957886900046575101456372575521192830216875,-45671915773800093150202912745151042385660433749
326,22835957886900046575101456372575521192830216875,-45671915773800093150202912745151042385660433749,0,-22835957886900046575101456372575521192830216874,22835957886900046575101456372575521192830216875,-11417978943450023287550728186287760596415108437
327,22835957886900046575101456372575521192830216875,-11417978943450023287550728186287760596415108437,0,11417978943450023287550728186287760596415108438,5708989471725011643775364093143880298207554219,-11417978943450023287550728186287760596415108437
328,5708989471725011643775364093143880298207554219,-11417978943450023287550728186287760596415108437,0,-5708989471725011643775364093143880298207554218,5708989471725011643775364093143880298207554219,-2854494735862505821887682046571940149103777109
329,5708989471725011643775364093143880298207554219,-2854494735862505821887682046571940149103777109,0,2854494735862505821887682046571940149103777110,1427247367931252910943841023285970074551888555,-2854494735862505821887682046571940149103777109
330,1427247367931252910943841023285970074551888555,-2854494735862505821887682046571940149103777109,0,-1427247367931252910943841023285970074551888554,1427247367931252910943841023285970074551888555,-713623683965626455471920511642985037275944277
331,1427247367931252910943841023285970074551888555,-713623683965626455471920511642985037275944277,0,713623683965626455471920511642985037275944278,356811841982813227735960255821492518637972139,-713623683965626455471920511642985037275944277
332,356811841982813227735960255821492518637972139,-713623683965626455471920511642985037275944277,0,-356811841982813227735960255821492518637972138,356811841982813227735960255821492518637972139,-178405920991406613867980127910746259318986069
333,356811841982813227735960255821492518637972139,-178405920991406613867980127910746259318986069,0,178405920991406613867980127910746259318986070,89202960495703306933990063955373129659493035,-178405920991406613867980127910746259318986069
334,89202960495703306933990063955373129659493035,-178405920991406613867980127910746259318986069,0,-89202960495703306933990063955373129659493034,89202960495703306933990063955373129659493035,-44601480247851653466995031977686564829746517
335,89202960495703306933990063955373129659493035,-44601480247851653466995031977686564829746517,0,44601480247851653466995031977686564829746518,22300740123925826733497515988843282414873259,-44601480247851653466995031977686564829746517
336,22300740123925826733497515988843282414873259,-44601480247851653466995031977686564829746517,0,-22300740123925826733497515988843282414873258,22300740123925826733497515988843282414873259,-11150370061962913366748757994421641207436629
337,22300740123925826733497515988843282414873259,-11150370061962913366748757994421641207436629,0,11150370061962913366748757994421641207436630,5575185030981456683374378997210820603718315,-11150370061962913366748757994421641207436629
338,5575185030981456683374378997210820603718315,-11150370061962913366748757994421641207436629,0,-5575185030981456683374378997210820603718314,5575185030981456683374378997210820603718315,-2787592515490728341687189498605410301859157
339,5575185030981456683374378997210820603718315,-2787592515490728341687189498605410301859157,0,2787592515490728341687189498605410301859158,1393796257745364170843594749302705150929579,-2787592515490728341687189498605410301859157
