k,u_before,v_before,tape_bit,sum,u_after,v_after
13,-8169900827535249139993167643435255217186285539152862062354307074776770805691,-7222870800814035139336520183037050892702754170427530300801126150883961733059,0,-15392771628349284279329687826472306109889039709580392363155433225660732538750,-7696385814174642139664843913236153054944519854790196181577716612830366269375,-7222870800814035139336520183037050892702754170427530300801126150883961733059
14,-7696385814174642139664843913236153054944519854790196181577716612830366269375,-7222870800814035139336520183037050892702754170427530300801126150883961733059,0,-14919256614988677279001364096273203947647274025217726482378842763714328002434,-7696385814174642139664843913236153054944519854790196181577716612830366269375,-7459628307494338639500682048136601973823637012608863241189421381857164001217
15,-7696385814174642139664843913236153054944519854790196181577716612830366269375,-7459628307494338639500682048136601973823637012608863241189421381857164001217,1,-236757506680303500164161865099551081120882842181332940388295230973202268158,-118378753340151750082080932549775540560441421090666470194147615486601134079,-7459628307494338639500682048136601973823637012608863241189421381857164001217
16,-118378753340151750082080932549775540560441421090666470194147615486601134079,-7459628307494338639500682048136601973823637012608863241189421381857164001217,1,-7341249554154186889418601115586826433263195591518196770995273766370562867138,-118378753340151750082080932549775540560441421090666470194147615486601134079,-3670624777077093444709300557793413216631597795759098385497636883185281433569
17,-118378753340151750082080932549775540560441421090666470194147615486601134079,-3670624777077093444709300557793413216631597795759098385497636883185281433569,1,3552246023736941694627219625243637676071156374668431915303489267698680299490,1776123011868470847313609812621818838035578187334215957651744633849340149745,-3670624777077093444709300557793413216631597795759098385497636883185281433569
18,1776123011868470847313609812621818838035578187334215957651744633849340149745,-3670624777077093444709300557793413216631597795759098385497636883185281433569,1,-5446747788945564292022910370415232054667175983093314343149381517034621583314,1776123011868470847313609812621818838035578187334215957651744633849340149745,-2723373894472782146011455185207616027333587991546657171574690758517310791657
19,1776123011868470847313609812621818838035578187334215957651744633849340149745,-2723373894472782146011455185207616027333587991546657171574690758517310791657,1,4499496906341252993325064997829434865369166178880873129226435392366650941402,2249748453170626496662532498914717432684583089440436564613217696183325470701,-2723373894472782146011455185207616027333587991546657171574690758517310791657
20,2249748453170626496662532498914717432684583089440436564613217696183325470701,-2723373894472782146011455185207616027333587991546657171574690758517310791657,1,-4973122347643408642673987684122333460018171080987093736187908454700636262358,2249748453170626496662532498914717432684583089440436564613217696183325470701,-2486561173821704321336993842061166730009085540493546868093954227350318131179
21,2249748453170626496662532498914717432684583089440436564613217696183325470701,-2486561173821704321336993842061166730009085540493546868093954227350318131179,0,-236812720651077824674461343146449297324502451053110303480736531166992660478,-118406360325538912337230671573224648662251225526555151740368265583496330239,-2486561173821704321336993842061166730009085540493546868093954227350318131179
22,-118406360325538912337230671573224648662251225526555151740368265583496330239,-2486561173821704321336993842061166730009085540493546868093954227350318131179,0,-2604967534147243233674224513634391378671336766020102019834322492933814461418,-118406360325538912337230671573224648662251225526555151740368265583496330239,-1302483767073621616837112256817195689335668383010051009917161246466907230709
23,-118406360325538912337230671573224648662251225526555151740368265583496330239,-1302483767073621616837112256817195689335668383010051009917161246466907230709,1,1184077406748082704499881585243971040673417157483495858176792980883410900470,592038703374041352249940792621985520336708578741747929088396490441705450235,-1302483767073621616837112256817195689335668383010051009917161246466907230709
24,592038703374041352249940792621985520336708578741747929088396490441705450235,-1302483767073621616837112256817195689335668383010051009917161246466907230709,0,-710445063699580264587171464195210168998959804268303080828764756025201780474,592038703374041352249940792621985520336708578741747929088396490441705450235,-355222531849790132293585732097605084499479902134151540414382378012600890237
25,592038703374041352249940792621985520336708578741747929088396490441705450235,-355222531849790132293585732097605084499479902134151540414382378012600890237,0,236816171524251219956355060524380435837228676607596388674014112429104559998,118408085762125609978177530262190217918614338303798194337007056214552279999,-355222531849790132293585732097605084499479902134151540414382378012600890237
26,118408085762125609978177530262190217918614338303798194337007056214552279999,-355222531849790132293585732097605084499479902134151540414382378012600890237,0,-236814446087664522315408201835414866580865563830353346077375321798048610238,118408085762125609978177530262190217918614338303798194337007056214552279999,-118407223043832261157704100917707433290432781915176673038687660899024305119
27,118408085762125609978177530262190217918614338303798194337007056214552279999,-118407223043832261157704100917707433290432781915176673038687660899024305119,1,236815308805957871135881631179897651209047120218974867375694717113576585118,118407654402978935567940815589948825604523560109487433687847358556788292559,-118407223043832261157704100917707433290432781915176673038687660899024305119
28,118407654402978935567940815589948825604523560109487433687847358556788292559,-118407223043832261157704100917707433290432781915176673038687660899024305119,1,-236814877446811196725644916507656258894956342024664106726535019455812597678,118407654402978935567940815589948825604523560109487433687847358556788292559,-118407438723405598362822458253828129447478171012332053363267509727906298839
29,118407654402978935567940815589948825604523560109487433687847358556788292559,-118407438723405598362822458253828129447478171012332053363267509727906298839,1,236815093126384533930763273843776955052001731121819487051114868284694591398,118407546563192266965381636921888477526000865560909743525557434142347295699,-118407438723405598362822458253828129447478171012332053363267509727906298839
30,118407546563192266965381636921888477526000865560909743525557434142347295699,-118407438723405598362822458253828129447478171012332053363267509727906298839,1,-236814985286597865328204095175716606973479036573241796888824943870253594538,118407546563192266965381636921888477526000865560909743525557434142347295699,-118407492643298932664102047587858303486739518286620898444412471935126797269
31,118407546563192266965381636921888477526000865560909743525557434142347295699,-118407492643298932664102047587858303486739518286620898444412471935126797269,0,53919893334301279589334030174039261347274288845081144962207220498430,26959946667150639794667015087019630673637144422540572481103610249215,-118407492643298932664102047587858303486739518286620898444412471935126797269
32,26959946667150639794667015087019630673637144422540572481103610249215,-118407492643298932664102047587858303486739518286620898444412471935126797269,0,-118407465683352265513462252920843216467108844649476475903839990831516548054,26959946667150639794667015087019630673637144422540572481103610249215,-59203732841676132756731126460421608233554422324738237951919995415758274027
33,26959946667150639794667015087019630673637144422540572481103610249215,-59203732841676132756731126460421608233554422324738237951919995415758274027,1,59203759801622799907370921127436695253185095961882660492492476519368523242,29601879900811399953685460563718347626592547980941330246246238259684261621,-59203732841676132756731126460421608233554422324738237951919995415758274027
34,29601879900811399953685460563718347626592547980941330246246238259684261621,-59203732841676132756731126460421608233554422324738237951919995415758274027,0,-29601852940864732803045665896703260606961874343796907705673757156074012406,29601879900811399953685460563718347626592547980941330246246238259684261621,-14800926470432366401522832948351630303480937171898453852836878578037006203
35,29601879900811399953685460563718347626592547980941330246246238259684261621,-14800926470432366401522832948351630303480937171898453852836878578037006203,0,14800953430379033552162627615366717323111610809042876393409359681647255418,7400476715189516776081313807683358661555805404521438196704679840823627709,-14800926470432366401522832948351630303480937171898453852836878578037006203
36,7400476715189516776081313807683358661555805404521438196704679840823627709,-14800926470432366401522832948351630303480937171898453852836878578037006203,0,-7400449755242849625441519140668271641925131767377015656132198737213378494,7400476715189516776081313807683358661555805404521438196704679840823627709,-3700224877621424812720759570334135820962565883688507828066099368606689247
37,7400476715189516776081313807683358661555805404521438196704679840823627709,-3700224877621424812720759570334135820962565883688507828066099368606689247,0,3700251837568091963360554237349222840593239520832930368638580472216938462,1850125918784045981680277118674611420296619760416465184319290236108469231,-3700224877621424812720759570334135820962565883688507828066099368606689247
38,1850125918784045981680277118674611420296619760416465184319290236108469231,-3700224877621424812720759570334135820962565883688507828066099368606689247,1,-5550350796405470794401036689008747241259185644104973012385389604715158478,1850125918784045981680277118674611420296619760416465184319290236108469231,-2775175398202735397200518344504373620629592822052486506192694802357579239
39,1850125918784045981680277118674611420296619760416465184319290236108469231,-2775175398202735397200518344504373620629592822052486506192694802357579239,1,4625301316986781378880795463178985040926212582468951690511985038466048470,2312650658493390689440397731589492520463106291234475845255992519233024235,-2775175398202735397200518344504373620629592822052486506192694802357579239
40,2312650658493390689440397731589492520463106291234475845255992519233024235,-2775175398202735397200518344504373620629592822052486506192694802357579239,1,-5087826056696126086640916076093866141092699113286962351448687321590603474,2312650658493390689440397731589492520463106291234475845255992519233024235,-2543913028348063043320458038046933070546349556643481175724343660795301737
41,2312650658493390689440397731589492520463106291234475845255992519233024235,-2543913028348063043320458038046933070546349556643481175724343660795301737,0,-231262369854672353880060306457440550083243265409005330468351141562277502,-115631184927336176940030153228720275041621632704502665234175570781138751,-2543913028348063043320458038046933070546349556643481175724343660795301737
42,-115631184927336176940030153228720275041621632704502665234175570781138751,-2543913028348063043320458038046933070546349556643481175724343660795301737,1,-2428281843420726866380427884818212795504727923938978510490168090014162986,-115631184927336176940030153228720275041621632704502665234175570781138751,-1214140921710363433190213942409106397752363961969489255245084045007081493
43,-115631184927336176940030153228720275041621632704502665234175570781138751,-1214140921710363433190213942409106397752363961969489255245084045007081493,1,1098509736783027256250183789180386122710742329264986590010908474225942742,549254868391513628125091894590193061355371164632493295005454237112971371,-1214140921710363433190213942409106397752363961969489255245084045007081493
44,549254868391513628125091894590193061355371164632493295005454237112971371,-1214140921710363433190213942409106397752363961969489255245084045007081493,0,-664886053318849805065122047818913336396992797336995960239629807894110122,549254868391513628125091894590193061355371164632493295005454237112971371,-332443026659424902532561023909456668198496398668497980119814903947055061
45,549254868391513628125091894590193061355371164632493295005454237112971371,-332443026659424902532561023909456668198496398668497980119814903947055061,0,216811841732088725592530870680736393156874765963995314885639333165916310,108405920866044362796265435340368196578437382981997657442819666582958155,-332443026659424902532561023909456668198496398668497980119814903947055061
46,108405920866044362796265435340368196578437382981997657442819666582958155,-332443026659424902532561023909456668198496398668497980119814903947055061,0,-224037105793380539736295588569088471620059015686500322676995237364096906,108405920866044362796265435340368196578437382981997657442819666582958155,-112018552896690269868147794284544235810029507843250161338497618682048453
47,108405920866044362796265435340368196578437382981997657442819666582958155,-112018552896690269868147794284544235810029507843250161338497618682048453,0,-3612632030645907071882358944176039231592124861252503895677952099090298,-1806316015322953535941179472088019615796062430626251947838976049545149,-112018552896690269868147794284544235810029507843250161338497618682048453
48,-1806316015322953535941179472088019615796062430626251947838976049545149,-112018552896690269868147794284544235810029507843250161338497618682048453,0,-113824868912013223404088973756632255425825570273876413286336594731593602,-1806316015322953535941179472088019615796062430626251947838976049545149,-56912434456006611702044486878316127712912785136938206643168297365796801
49,-1806316015322953535941179472088019615796062430626251947838976049545149,-56912434456006611702044486878316127712912785136938206643168297365796801,0,-58718750471329565237985666350404147328708847567564458591007273415341950,-29359375235664782618992833175202073664354423783782229295503636707670975,-56912434456006611702044486878316127712912785136938206643168297365796801
50,-29359375235664782618992833175202073664354423783782229295503636707670975,-56912434456006611702044486878316127712912785136938206643168297365796801,1,-27553059220341829083051653703114054048558361353155977347664660658125826,-29359375235664782618992833175202073664354423783782229295503636707670975,-13776529610170914541525826851557027024279180676577988673832330329062913
51,-29359375235664782618992833175202073664354423783782229295503636707670975,-13776529610170914541525826851557027024279180676577988673832330329062913,1,-15582845625493868077467006323645046640075243107204240621671306378608062,-7791422812746934038733503161822523320037621553602120310835653189304031,-13776529610170914541525826851557027024279180676577988673832330329062913
52,-7791422812746934038733503161822523320037621553602120310835653189304031,-13776529610170914541525826851557027024279180676577988673832330329062913,1,-5985106797423980502792323689734503704241559122975868362996677139758882,-7791422812746934038733503161822523320037621553602120310835653189304031,-2992553398711990251396161844867251852120779561487934181498338569879441
53,-7791422812746934038733503161822523320037621553602120310835653189304031,-2992553398711990251396161844867251852120779561487934181498338569879441,1,-4798869414034943787337341316955271467916841992114186129337314619424590,-2399434707017471893668670658477635733958420996057093064668657309712295,-2992553398711990251396161844867251852120779561487934181498338569879441
54,-2399434707017471893668670658477635733958420996057093064668657309712295,-2992553398711990251396161844867251852120779561487934181498338569879441,1,-593118691694518357727491186389616118162358565430841116829681260167146,-2399434707017471893668670658477635733958420996057093064668657309712295,-296559345847259178863745593194808059081179282715420558414840630083573
55,-2399434707017471893668670658477635733958420996057093064668657309712295,-296559345847259178863745593194808059081179282715420558414840630083573,1,-2102875361170212714804925065282827674877241713341672506253816679628722,-1051437680585106357402462532641413837438620856670836253126908339814361,-296559345847259178863745593194808059081179282715420558414840630083573
56,-1051437680585106357402462532641413837438620856670836253126908339814361,-296559345847259178863745593194808059081179282715420558414840630083573,0,-1347997026432365536266208125836221896519800139386256811541748969897934,-1051437680585106357402462532641413837438620856670836253126908339814361,-673998513216182768133104062918110948259900069693128405770874484948967
57,-1051437680585106357402462532641413837438620856670836253126908339814361,-673998513216182768133104062918110948259900069693128405770874484948967,1,-377439167368923589269358469723302889178720786977707847356033854865394,-188719583684461794634679234861651444589360393488853923678016927432697,-673998513216182768133104062918110948259900069693128405770874484948967
58,-188719583684461794634679234861651444589360393488853923678016927432697,-673998513216182768133104062918110948259900069693128405770874484948967,1,-485278929531720973498424828056459503670539676204274482092857557516270,-188719583684461794634679234861651444589360393488853923678016927432697,-242639464765860486749212414028229751835269838102137241046428778758135
59,-188719583684461794634679234861651444589360393488853923678016927432697,-242639464765860486749212414028229751835269838102137241046428778758135,1,53919881081398692114533179166578307245909444613283317368411851325438,26959940540699346057266589583289153622954722306641658684205925662719,-242639464765860486749212414028229751835269838102137241046428778758135
60,26959940540699346057266589583289153622954722306641658684205925662719,-242639464765860486749212414028229751835269838102137241046428778758135,1,-269599405306559832806479003611518905458224560408778899730634704420854,26959940540699346057266589583289153622954722306641658684205925662719,-134799702653279916403239501805759452729112280204389449865317352210427
61,26959940540699346057266589583289153622954722306641658684205925662719,-134799702653279916403239501805759452729112280204389449865317352210427,1,161759643193979262460506091389048606352067002511031108549523277873146,80879821596989631230253045694524303176033501255515554274761638936573,-134799702653279916403239501805759452729112280204389449865317352210427
62,80879821596989631230253045694524303176033501255515554274761638936573,-134799702653279916403239501805759452729112280204389449865317352210427,0,-53919881056290285172986456111235149553078778948873895590555713273854,80879821596989631230253045694524303176033501255515554274761638936573,-26959940528145142586493228055617574776539389474436947795277856636927
63,80879821596989631230253045694524303176033501255515554274761638936573,-26959940528145142586493228055617574776539389474436947795277856636927,0,53919881068844488643759817638906728399494111781078606479483782299646,26959940534422244321879908819453364199747055890539303239741891149823,-26959940528145142586493228055617574776539389474436947795277856636927
64,26959940534422244321879908819453364199747055890539303239741891149823,-26959940528145142586493228055617574776539389474436947795277856636927,1,-53919881062567386908373136875070938976286445364976251035019747786750,26959940534422244321879908819453364199747055890539303239741891149823,-26959940531283693454186568437535469488143222682488125517509873893375
65,26959940534422244321879908819453364199747055890539303239741891149823,-26959940531283693454186568437535469488143222682488125517509873893375,1,53919881065705937776066477256988833687890278573027428757251765043198,26959940532852968888033238628494416843945139286513714378625882521599,-26959940531283693454186568437535469488143222682488125517509873893375
66,26959940532852968888033238628494416843945139286513714378625882521599,-26959940531283693454186568437535469488143222682488125517509873893375,1,-53919881064136662342219807066029886332088361969001839896135756414974,26959940532852968888033238628494416843945139286513714378625882521599,-26959940532068331171109903533014943166044180984500919948067878207487
67,26959940532852968888033238628494416843945139286513714378625882521599,-26959940532068331171109903533014943166044180984500919948067878207487,1,53919881064921300059143142161509360009989320271014634326693760729086,26959940532460650029571571080754680004994660135507317163346880364543,-26959940532068331171109903533014943166044180984500919948067878207487
68,26959940532460650029571571080754680004994660135507317163346880364543,-26959940532068331171109903533014943166044180984500919948067878207487,1,-53919881064528981200681474613769623171038841120008237111414758572030,26959940532460650029571571080754680004994660135507317163346880364543,-26959940532264490600340737306884811585519420560004118555707379286015
69,26959940532460650029571571080754680004994660135507317163346880364543,-26959940532264490600340737306884811585519420560004118555707379286015,1,53919881064725140629912308387639491590514080695511435719054259650558,26959940532362570314956154193819745795257040347755717859527129825279,-26959940532264490600340737306884811585519420560004118555707379286015
70,26959940532362570314956154193819745795257040347755717859527129825279,-26959940532264490600340737306884811585519420560004118555707379286015,1,-53919881064627060915296891500704557380776460907759836415234509111294,26959940532362570314956154193819745795257040347755717859527129825279,-26959940532313530457648445750352278690388230453879918207617254555647
71,26959940532362570314956154193819745795257040347755717859527129825279,-26959940532313530457648445750352278690388230453879918207617254555647,1,53919881064676100772604599944172024485645270801635636067144384380926,26959940532338050386302299972086012242822635400817818033572192190463,-26959940532313530457648445750352278690388230453879918207617254555647
72,26959940532338050386302299972086012242822635400817818033572192190463,-26959940532313530457648445750352278690388230453879918207617254555647,1,-53919881064651580843950745722438290933210865854697736241189446746110,26959940532338050386302299972086012242822635400817818033572192190463,-26959940532325790421975372861219145466605432927348868120594723373055
73,26959940532338050386302299972086012242822635400817818033572192190463,-26959940532325790421975372861219145466605432927348868120594723373055,1,53919881064663840808277672833305157709428068328166686154166915563518,26959940532331920404138836416652578854714034164083343077083457781759,-26959940532325790421975372861219145466605432927348868120594723373055
74,26959940532331920404138836416652578854714034164083343077083457781759,-26959940532325790421975372861219145466605432927348868120594723373055,1,-53919881064657710826114209277871724321319467091432211197678181154814,26959940532331920404138836416652578854714034164083343077083457781759,-26959940532328855413057104638935862160659733545716105598839090577407
75,26959940532331920404138836416652578854714034164083343077083457781759,-26959940532328855413057104638935862160659733545716105598839090577407,1,53919881064660775817195941055588441015373767709799448675922548359166,26959940532330387908597970527794220507686883854899724337961274179583,-26959940532328855413057104638935862160659733545716105598839090577407
76,26959940532330387908597970527794220507686883854899724337961274179583,-26959940532328855413057104638935862160659733545716105598839090577407,1,-53919881064659243321655075166730082668346617400615829936800364756990,26959940532330387908597970527794220507686883854899724337961274179583,-26959940532329621660827537583365041334173308700307914968400182378495
77,26959940532330387908597970527794220507686883854899724337961274179583,-26959940532329621660827537583365041334173308700307914968400182378495,1,53919881064660009569425508111159261841860192555207639306361456558078,26959940532330004784712754055579630920930096277603819653180728279039,-26959940532329621660827537583365041334173308700307914968400182378495
78,26959940532330004784712754055579630920930096277603819653180728279039,-26959940532329621660827537583365041334173308700307914968400182378495,1,-53919881064659626445540291638944672255103404977911734621580910657534,26959940532330004784712754055579630920930096277603819653180728279039,-26959940532329813222770145819472336127551702488955867310790455328767
79,26959940532330004784712754055579630920930096277603819653180728279039,-26959940532329813222770145819472336127551702488955867310790455328767,1,53919881064659818007482899875051967048481798766559686963971183607806,26959940532329909003741449937525983524240899383279843481985591803903,-26959940532329813222770145819472336127551702488955867310790455328767
80,26959940532329909003741449937525983524240899383279843481985591803903,-26959940532329813222770145819472336127551702488955867310790455328767,1,-53919881064659722226511595756998319651792601872235710792776047132670,26959940532329909003741449937525983524240899383279843481985591803903,-26959940532329861113255797878499159825896300936117855396388023566335
81,26959940532329909003741449937525983524240899383279843481985591803903,-26959940532329861113255797878499159825896300936117855396388023566335,1,53919881064659770116997247816025143350137200319397698878373615370238,26959940532329885058498623908012571675068600159698849439186807685119,-26959940532329861113255797878499159825896300936117855396388023566335
82,26959940532329885058498623908012571675068600159698849439186807685119,-26959940532329861113255797878499159825896300936117855396388023566335,1,-53919881064659746171754421786511731500964901095816704835574831251454,26959940532329885058498623908012571675068600159698849439186807685119,-26959940532329873085877210893255865750482450547908352417787415625727
83,26959940532329885058498623908012571675068600159698849439186807685119,-26959940532329873085877210893255865750482450547908352417787415625727,1,53919881064659758144375834801268437425551050707607201856974223310846,26959940532329879072187917400634218712775525353803600928487111655423,-26959940532329873085877210893255865750482450547908352417787415625727
84,26959940532329879072187917400634218712775525353803600928487111655423,-26959940532329873085877210893255865750482450547908352417787415625727,1,-53919881064659752158065128293890084463257975901711953346274527281150,26959940532329879072187917400634218712775525353803600928487111655423,-26959940532329876079032564146945042231628987950855976673137263640575
85,26959940532329879072187917400634218712775525353803600928487111655423,-26959940532329876079032564146945042231628987950855976673137263640575,1,53919881064659755151220481547579260944404513304659577601624375295998,26959940532329877575610240773789630472202256652329788800812187647999,-26959940532329876079032564146945042231628987950855976673137263640575
86,26959940532329877575610240773789630472202256652329788800812187647999,-26959940532329876079032564146945042231628987950855976673137263640575,1,-53919881064659753654642804920734672703831244603185765473949451288574,26959940532329877575610240773789630472202256652329788800812187647999,-26959940532329876827321402460367336351915622301592882736974725644287
87,26959940532329877575610240773789630472202256652329788800812187647999,-26959940532329876827321402460367336351915622301592882736974725644287,1,53919881064659754402931643234156966824117878953922671537786913292286,26959940532329877201465821617078483412058939476961335768893456646143,-26959940532329876827321402460367336351915622301592882736974725644287
88,26959940532329877201465821617078483412058939476961335768893456646143,-26959940532329876827321402460367336351915622301592882736974725644287,1,-53919881064659754028787224077445819763974561778554218505868182290430,26959940532329877201465821617078483412058939476961335768893456646143,-26959940532329877014393612038722909881987280889277109252934091145215
89,26959940532329877201465821617078483412058939476961335768893456646143,-26959940532329877014393612038722909881987280889277109252934091145215,1,53919881064659754215859433655801393294046220366238445021827547791358,26959940532329877107929716827900696647023110183119222510913773895679,-26959940532329877014393612038722909881987280889277109252934091145215
90,26959940532329877107929716827900696647023110183119222510913773895679,-26959940532329877014393612038722909881987280889277109252934091145215,1,-53919881064659754122323328866623606529010391072396331763847865040894,26959940532329877107929716827900696647023110183119222510913773895679,-26959940532329877061161664433311803264505195536198165881923932520447
91,26959940532329877107929716827900696647023110183119222510913773895679,-26959940532329877061161664433311803264505195536198165881923932520447,1,53919881064659754169091381261212499911528305719317388392837706416126,26959940532329877084545690630606249955764152859658694196418853208063,-26959940532329877061161664433311803264505195536198165881923932520447
92,26959940532329877084545690630606249955764152859658694196418853208063,-26959940532329877061161664433311803264505195536198165881923932520447,1,-53919881064659754145707355063918053220269348395856860078342785728510,26959940532329877084545690630606249955764152859658694196418853208063,-26959940532329877072853677531959026610134674197928430039171392864255
93,26959940532329877084545690630606249955764152859658694196418853208063,-26959940532329877072853677531959026610134674197928430039171392864255,1,53919881064659754157399368162565276565898827057587124235590246072318,26959940532329877078699684081282638282949413528793562117795123036159,-26959940532329877072853677531959026610134674197928430039171392864255
94,26959940532329877078699684081282638282949413528793562117795123036159,-26959940532329877072853677531959026610134674197928430039171392864255,1,-53919881064659754151553361613241664893084087726721992156966515900414,26959940532329877078699684081282638282949413528793562117795123036159,-26959940532329877075776680806620832446542043863360996078483257950207
95,26959940532329877078699684081282638282949413528793562117795123036159,-26959940532329877075776680806620832446542043863360996078483257950207,1,53919881064659754154476364887903470729491457392154558196278380986366,26959940532329877077238182443951735364745728696077279098139190493183,-26959940532329877075776680806620832446542043863360996078483257950207
96,26959940532329877077238182443951735364745728696077279098139190493183,-26959940532329877075776680806620832446542043863360996078483257950207,1,-53919881064659754153014863250572567811287772559438275176622448443390,26959940532329877077238182443951735364745728696077279098139190493183,-26959940532329877076507431625286283905643886279719137588311224221695
97,26959940532329877077238182443951735364745728696077279098139190493183,-26959940532329877076507431625286283905643886279719137588311224221695,1,53919881064659754153745614069238019270389614975796416686450414714878,26959940532329877076872807034619009635194807487898208343225207357439,-26959940532329877076507431625286283905643886279719137588311224221695
98,26959940532329877076872807034619009635194807487898208343225207357439,-26959940532329877076507431625286283905643886279719137588311224221695,1,-53919881064659754153380238659905293540838693767617345931536431579134,26959940532329877076872807034619009635194807487898208343225207357439,-26959940532329877076690119329952646770419346883808672965768215789567
99,26959940532329877076872807034619009635194807487898208343225207357439,-26959940532329877076690119329952646770419346883808672965768215789567,1,53919881064659754153562926364571656405614154371706881308993423147006,26959940532329877076781463182285828202807077185853440654496711573503,-26959940532329877076690119329952646770419346883808672965768215789567
100,26959940532329877076781463182285828202807077185853440654496711573503,-26959940532329877076690119329952646770419346883808672965768215789567,1,-53919881064659754153471582512238474973226424069662113620264927363070,26959940532329877076781463182285828202807077185853440654496711573503,-26959940532329877076735791256119237486613212034831056810132463681535
101,26959940532329877076781463182285828202807077185853440654496711573503,-26959940532329877076735791256119237486613212034831056810132463681535,1,53919881064659754153517254438405065689420289220684497464629175255038,26959940532329877076758627219202532844710144610342248732314587627519,-26959940532329877076735791256119237486613212034831056810132463681535
102,26959940532329877076758627219202532844710144610342248732314587627519,-26959940532329877076735791256119237486613212034831056810132463681535,1,-53919881064659754153494418475321770331323356645173305542447051309054,26959940532329877076758627219202532844710144610342248732314587627519,-26959940532329877076747209237660885165661678322586652771223525654527
103,26959940532329877076758627219202532844710144610342248732314587627519,-26959940532329877076747209237660885165661678322586652771223525654527,1,53919881064659754153505836456863418010371822932928901503538113282046,26959940532329877076752918228431709005185911466464450751769056641023,-26959940532329877076747209237660885165661678322586652771223525654527
104,26959940532329877076752918228431709005185911466464450751769056641023,-26959940532329877076747209237660885165661678322586652771223525654527,1,-53919881064659754153500127466092594170847589789051103522992582295550,26959940532329877076752918228431709005185911466464450751769056641023,-26959940532329877076750063733046297085423794894525551761496291147775
